"id","group","spent"
"1033110","",""
"1035940","",""
"1023223","",""
"1025206","",""
"1015287","",""
"1037168","",""
"1009321","",""
"1044277","",""
"1038615","",""
"1045592","",""
"1026870","",""
"1001363","",""
"1010800","",""
"1003018","",""
"1031775","",""
"1012308","",""
"1048142","",""
"1000144","",""
"1016576","",""
"1017076","",""
"1040876","A","34.78"
"1021228","",""
"1028782","B","17.38"
"1004307","",""
"1045964","",""
"1000996","",""
"1036660","",""
"1006059","",""
"1005905","",""
"1008511","B","48.16"
"1019152","",""
"1040809","",""
"1045120","",""
"1019602","",""
"1032444","",""
"1040672","",""
"1006767","",""
"1039551","",""
"1049821","",""
"1028092","",""
"1021446","",""
"1010561","",""
"1037463","",""
"1046965","",""
"1002565","",""
"1032350","",""
"1001575","",""
"1009272","",""
"1003329","",""
"1007710","",""
"1003344","",""
"1043366","",""
"1025178","A","31.41"
"1020256","",""
"1013787","",""
"1025681","",""
"1041152","",""
"1006720","",""
"1049061","",""
"1019652","",""
"1032492","",""
"1003992","",""
"1004375","",""
"1048769","",""
"1027334","",""
"1038759","",""
"1009936","",""
"1010121","",""
"1032884","",""
"1010663","",""
"1011212","",""
"1005518","",""
"1034046","",""
"1012490","",""
"1012553","",""
"1034118","",""
"1029920","A","34.93"
"1018430","",""
"1017566","A","165.14"
"1019381","",""
"1012123","",""
"1038356","",""
"1040802","",""
"1033665","",""
"1011409","",""
"1023633","",""
"1043595","",""
"1000039","B","36.65"
"1011559","B","39.5"
"1014841","",""
"1043222","",""
"1048946","",""
"1013849","",""
"1014068","",""
"1026381","",""
"1011074","B","59.74"
"1034413","",""
"1030200","",""
"1007093","",""
"1016971","",""
"1037276","",""
"1002803","",""
"1024727","",""
"1024039","",""
"1035915","",""
"1014389","",""
"1039819","",""
"1020327","",""
"1017808","",""
"1022516","",""
"1015523","",""
"1021200","",""
"1027741","",""
"1033479","",""
"1020938","",""
"1035543","",""
"1021517","",""
"1037805","",""
"1016686","",""
"1030939","",""
"1008357","",""
"1012792","",""
"1000691","",""
"1029263","",""
"1037270","",""
"1049816","",""
"1047247","",""
"1044910","B","69.91"
"1004385","",""
"1010622","",""
"1007773","",""
"1027778","",""
"1013656","",""
"1037639","",""
"1041853","",""
"1026394","",""
"1028016","",""
"1010423","",""
"1020369","",""
"1032026","",""
"1023513","A","53.82"
"1000664","",""
"1039533","",""
"1004914","",""
"1007438","",""
"1035160","",""
"1044204","",""
"1048003","",""
"1007921","",""
"1025029","",""
"1034606","",""
"1042408","",""
"1016218","",""
"1026409","",""
"1019203","",""
"1003867","",""
"1021444","",""
"1039850","",""
"1000334","",""
"1009752","",""
"1040619","",""
"1013872","",""
"1047815","",""
"1031302","",""
"1030976","",""
"1044232","",""
"1009714","",""
"1023887","",""
"1028123","",""
"1023480","",""
"1022425","",""
"1028713","",""
"1004810","",""
"1008952","",""
"1022577","",""
"1006935","",""
"1024292","",""
"1028382","",""
"1010858","",""
"1004481","",""
"1041062","",""
"1044377","",""
"1023588","",""
"1035280","",""
"1035066","",""
"1007070","",""
"1016622","",""
"1042801","",""
"1037044","",""
"1009546","",""
"1048715","",""
"1049768","",""
"1017693","",""
"1008424","",""
"1010658","",""
"1020058","",""
"1041454","",""
"1006960","",""
"1044112","",""
"1019721","",""
"1035405","",""
"1046259","",""
"1002014","",""
"1047494","",""
"1049300","",""
"1049133","",""
"1019000","",""
"1033086","",""
"1048090","",""
"1002940","",""
"1020492","",""
"1046410","",""
"1019466","",""
"1021867","",""
"1008142","",""
"1012518","",""
"1002071","",""
"1021511","",""
"1002977","A","15.6"
"1004284","B","77.25"
"1042935","",""
"1013098","B","60.18"
"1002916","",""
"1034603","",""
"1022753","",""
"1042645","",""
"1046459","",""
"1001200","B","24.47"
"1003814","",""
"1022603","",""
"1010319","",""
"1031841","",""
"1041143","",""
"1013208","",""
"1000514","",""
"1006235","",""
"1014308","",""
"1025888","",""
"1029166","",""
"1043183","",""
"1023178","",""
"1003249","",""
"1023886","",""
"1008496","",""
"1026170","",""
"1037394","",""
"1035606","",""
"1026918","",""
"1004207","",""
"1018947","",""
"1048281","",""
"1001351","",""
"1017830","",""
"1046120","",""
"1020287","",""
"1033637","",""
"1048338","",""
"1015313","",""
"1045945","",""
"1006362","",""
"1016966","",""
"1031198","",""
"1032404","",""
"1010316","",""
"1002741","",""
"1009590","",""
"1037258","",""
"1007529","",""
"1017922","",""
"1030498","",""
"1012142","",""
"1008795","",""
"1011009","",""
"1036077","",""
"1043599","",""
"1022600","",""
"1012752","",""
"1039624","",""
"1027483","",""
"1023162","",""
"1026266","",""
"1045059","",""
"1015552","",""
"1048518","",""
"1019676","",""
"1038672","",""
"1006639","",""
"1049485","",""
"1027376","",""
"1000481","",""
"1001711","",""
"1008036","",""
"1009172","",""
"1022277","",""
"1010702","",""
"1016303","",""
"1037484","",""
"1015512","",""
"1009545","",""
"1031571","",""
"1038593","",""
"1021522","",""
"1020491","",""
"1031060","",""
"1027677","",""
"1048372","",""
"1017366","",""
"1031834","",""
"1040186","",""
"1044914","",""
"1046976","",""
"1034649","",""
"1038871","",""
"1019637","",""
"1020257","",""
"1046867","",""
"1012016","B","86.58"
"1029038","",""
"1038752","",""
"1044578","",""
"1015204","",""
"1043214","",""
"1003717","",""
"1007199","",""
"1007308","",""
"1033860","",""
"1020047","",""
"1001179","",""
"1044887","",""
"1020782","",""
"1022146","",""
"1008986","",""
"1030283","",""
"1045027","A","90.4"
"1017623","",""
"1044135","",""
"1003506","",""
"1042325","",""
"1017229","",""
"1004413","",""
"1030080","",""
"1035057","B","12.26"
"1024455","",""
"1002788","",""
"1025997","",""
"1029127","",""
"1010591","",""
"1022833","",""
"1020290","",""
"1031213","",""
"1010154","",""
"1046109","",""
"1027385","",""
"1006809","",""
"1037022","",""
"1024167","",""
"1027896","",""
"1014489","",""
"1026028","",""
"1031972","",""
"1001042","",""
"1025731","",""
"1027517","",""
"1029687","",""
"1031153","",""
"1026840","",""
"1030956","",""
"1021929","B","94.16"
"1014473","",""
"1049216","",""
"1009766","",""
"1047842","",""
"1021208","",""
"1045219","",""
"1008616","",""
"1038994","",""
"1011289","",""
"1000563","",""
"1031532","",""
"1040067","",""
"1049383","",""
"1010425","",""
"1049931","",""
"1007422","",""
"1005952","",""
"1018905","",""
"1013940","",""
"1032493","",""
"1026777","B","48.52"
"1043909","",""
"1033416","",""
"1001332","",""
"1028716","",""
"1024746","",""
"1011478","A","97.23"
"1045464","",""
"1035052","B","248.97"
"1046546","",""
"1017053","",""
"1039876","",""
"1020918","",""
"1007233","",""
"1018404","",""
"1010580","",""
"1044461","",""
"1000069","",""
"1028021","",""
"1015756","",""
"1045317","",""
"1038110","",""
"1014155","",""
"1006518","",""
"1026146","",""
"1045857","",""
"1047437","",""
"1048517","",""
"1047296","",""
"1006089","",""
"1020485","",""
"1004371","",""
"1033027","",""
"1007691","",""
"1031209","",""
"1041343","B","228.2"
"1036202","",""
"1028921","",""
"1028563","",""
"1026682","",""
"1015559","",""
"1006166","",""
"1049052","",""
"1041721","",""
"1000084","",""
"1026086","",""
"1038866","",""
"1040353","",""
"1017132","",""
"1031237","",""
"1026493","",""
"1007013","",""
"1017847","",""
"1025238","",""
"1011053","",""
"1001261","",""
"1040806","",""
"1028128","",""
"1049676","",""
"1010047","",""
"1032212","",""
"1029858","",""
"1003213","",""
"1018768","",""
"1048330","",""
"1017765","",""
"1007603","",""
"1024337","",""
"1022538","",""
"1032324","",""
"1004090","B","14.526966130937174"
"1022129","",""
"1027175","",""
"1033197","",""
"1027822","",""
"1003547","",""
"1029208","",""
"1038602","",""
"1048520","",""
"1014231","",""
"1047488","",""
"1029283","",""
"1022128","",""
"1023975","",""
"1026532","",""
"1004194","",""
"1044615","",""
"1025591","",""
"1010220","",""
"1035754","",""
"1008022","",""
"1035167","",""
"1044274","",""
"1046789","",""
"1001904","",""
"1010048","",""
"1026933","",""
"1008105","A","121.02"
"1033511","",""
"1019703","",""
"1040919","",""
"1038667","",""
"1017329","",""
"1016233","",""
"1045476","",""
"1019002","A","113.33"
"1031320","",""
"1040244","",""
"1014110","",""
"1037179","",""
"1033095","",""
"1034811","",""
"1023883","",""
"1036016","",""
"1000652","",""
"1013545","",""
"1027123","",""
"1007342","",""
"1025112","",""
"1042410","",""
"1009819","",""
"1017892","",""
"1007971","",""
"1043467","",""
"1005874","",""
"1045620","",""
"1037871","",""
"1006365","A","33.83"
"1034531","",""
"1036636","",""
"1034567","",""
"1012572","",""
"1033331","",""
"1039801","",""
"1036455","",""
"1037170","",""
"1001542","",""
"1006895","",""
"1007757","",""
"1038330","",""
"1004747","",""
"1044272","",""
"1021494","",""
"1028662","",""
"1044520","",""
"1031026","",""
"1006862","",""
"1001911","",""
"1036759","",""
"1020001","",""
"1042270","",""
"1022133","",""
"1033832","",""
"1005208","",""
"1029840","",""
"1040165","",""
"1017982","",""
"1005772","",""
"1004871","",""
"1025329","",""
"1044545","",""
"1020583","",""
"1032955","",""
"1002335","",""
"1032259","",""
"1001976","",""
"1034269","",""
"1005900","",""
"1018213","",""
"1031512","",""
"1004453","",""
"1019083","",""
"1001430","",""
"1010211","",""
"1015868","",""
"1044815","A","56.36"
"1013709","",""
"1037746","",""
"1007426","",""
"1030621","",""
"1002168","",""
"1033594","",""
"1047769","",""
"1033084","",""
"1044786","",""
"1018262","",""
"1035785","",""
"1042088","",""
"1034095","",""
"1048604","",""
"1012756","",""
"1022057","",""
"1025916","",""
"1033421","",""
"1029604","",""
"1035120","",""
"1028602","",""
"1001320","",""
"1037328","",""
"1042825","",""
"1048083","",""
"1048763","A","62.72"
"1019102","",""
"1049513","",""
"1014436","A","53.87"
"1040555","",""
"1024487","",""
"1011452","",""
"1011681","",""
"1032534","",""
"1026638","",""
"1033397","",""
"1027744","",""
"1048570","",""
"1036422","",""
"1014385","",""
"1015172","",""
"1049874","A","29.89"
"1006042","",""
"1016153","",""
"1018704","",""
"1040654","",""
"1041301","",""
"1001086","",""
"1004390","",""
"1048164","",""
"1008099","",""
"1018882","",""
"1040952","",""
"1024018","",""
"1017703","",""
"1007297","A","104.43"
"1044645","",""
"1001494","",""
"1006408","",""
"1001816","",""
"1005418","",""
"1019536","",""
"1040769","",""
"1010101","",""
"1017890","",""
"1021043","",""
"1008277","",""
"1042924","",""
"1005172","",""
"1004035","",""
"1021738","",""
"1035024","",""
"1021046","",""
"1005606","",""
"1031505","",""
"1034365","",""
"1024284","",""
"1045499","",""
"1007367","",""
"1003052","",""
"1043787","",""
"1023201","",""
"1011605","A","28.47"
"1045859","",""
"1013291","",""
"1037419","B","36.43"
"1012387","",""
"1014903","",""
"1019668","",""
"1001695","",""
"1021604","",""
"1024240","",""
"1010765","B","37.95"
"1042051","",""
"1025121","",""
"1046490","",""
"1012116","",""
"1024216","",""
"1029291","",""
"1031435","",""
"1028629","",""
"1042005","",""
"1004140","",""
"1006820","",""
"1011210","B","19.85"
"1016646","",""
"1035787","",""
"1029576","",""
"1026214","",""
"1022112","",""
"1046619","",""
"1039181","",""
"1021960","",""
"1006910","",""
"1014041","",""
"1024124","",""
"1011846","",""
"1009055","",""
"1025325","",""
"1032876","",""
"1012683","",""
"1010241","",""
"1019762","",""
"1036966","",""
"1000151","",""
"1003778","",""
"1001266","",""
"1012082","",""
"1012264","",""
"1009024","",""
"1025633","",""
"1004548","",""
"1048806","",""
"1001450","",""
"1044575","",""
"1047424","",""
"1032631","",""
"1010009","",""
"1007267","",""
"1027272","",""
"1035626","",""
"1002894","",""
"1029055","",""
"1048305","",""
"1003629","",""
"1035581","",""
"1038424","",""
"1041607","",""
"1013138","A","43.02"
"1039376","",""
"1024730","",""
"1039663","",""
"1019599","",""
"1035786","",""
"1022757","",""
"1021564","",""
"1010875","",""
"1034601","",""
"1044774","",""
"1028801","",""
"1045446","",""
"1001369","",""
"1005740","",""
"1029815","",""
"1024834","",""
"1002136","",""
"1044161","",""
"1034331","",""
"1023940","",""
"1044787","",""
"1016667","",""
"1002986","",""
"1004870","",""
"1012494","",""
"1002196","",""
"1028955","",""
"1013399","",""
"1033968","",""
"1042493","",""
"1008832","",""
"1028267","",""
"1035655","",""
"1013945","",""
"1008363","",""
"1002448","",""
"1029289","",""
"1022881","",""
"1005428","",""
"1009206","",""
"1009303","",""
"1003660","",""
"1046335","",""
"1007448","",""
"1018298","",""
"1002976","",""
"1035595","",""
"1017282","",""
"1016636","",""
"1013735","",""
"1030186","",""
"1043301","",""
"1024770","",""
"1030667","",""
"1010634","",""
"1036296","",""
"1039149","",""
"1020060","",""
"1042887","",""
"1014972","",""
"1025403","",""
"1031773","",""
"1046691","",""
"1009241","",""
"1036886","",""
"1004538","",""
"1047677","",""
"1027932","",""
"1031665","",""
"1042066","",""
"1009821","",""
"1021781","",""
"1041916","",""
"1026477","",""
"1034410","",""
"1007600","",""
"1025135","",""
"1016825","",""
"1022594","",""
"1022680","",""
"1023049","",""
"1011687","",""
"1003903","",""
"1013512","",""
"1034643","",""
"1012846","",""
"1002905","",""
"1020683","",""
"1043698","",""
"1045302","",""
"1001365","",""
"1018952","",""
"1020959","",""
"1036061","",""
"1049858","",""
"1023989","",""
"1044648","",""
"1026405","",""
"1046342","",""
"1040794","",""
"1022739","",""
"1002643","",""
"1019853","",""
"1031549","",""
"1017015","",""
"1021302","",""
"1000634","",""
"1042622","",""
"1031662","",""
"1036695","",""
"1010360","",""
"1046613","",""
"1018479","A","88.38"
"1040708","",""
"1012754","",""
"1038812","",""
"1016956","",""
"1020756","",""
"1011760","B","35.72"
"1011563","",""
"1041613","",""
"1017961","",""
"1043855","A","98.13"
"1018225","",""
"1030550","",""
"1040694","",""
"1046629","",""
"1017575","",""
"1024438","",""
"1026431","",""
"1034735","",""
"1043703","",""
"1030347","",""
"1048648","",""
"1036803","B","109.58"
"1009617","",""
"1019414","",""
"1020434","",""
"1026774","",""
"1029360","",""
"1044365","",""
"1021288","B","36.71"
"1005699","",""
"1003886","",""
"1028424","",""
"1020519","",""
"1037420","",""
"1010937","",""
"1028270","",""
"1049627","",""
"1029417","",""
"1000848","",""
"1046875","",""
"1043568","",""
"1005791","",""
"1017443","",""
"1017475","A","44.57"
"1029075","",""
"1022741","",""
"1020051","",""
"1020845","",""
"1036408","",""
"1017378","",""
"1029896","",""
"1020087","",""
"1005778","",""
"1021172","",""
"1018003","",""
"1037909","",""
"1015665","",""
"1041227","",""
"1030649","",""
"1002452","",""
"1015478","",""
"1014481","",""
"1020866","",""
"1021351","",""
"1003966","",""
"1015582","",""
"1001185","B","2.6266703748025315"
"1022471","",""
"1019526","",""
"1043895","A","49.13"
"1025833","",""
"1024312","",""
"1028522","",""
"1036326","",""
"1024955","",""
"1024296","",""
"1045140","",""
"1021898","",""
"1019334","",""
"1028501","",""
"1006543","A","11.39"
"1011547","",""
"1017962","",""
"1021035","",""
"1039065","",""
"1022174","",""
"1025158","",""
"1031321","",""
"1006698","",""
"1010149","",""
"1011381","",""
"1011058","",""
"1027218","",""
"1001288","",""
"1010786","",""
"1031809","",""
"1044317","",""
"1009056","",""
"1001596","",""
"1022991","",""
"1045108","",""
"1008741","",""
"1021846","",""
"1044716","",""
"1000955","",""
"1041093","",""
"1047187","",""
"1037381","",""
"1002527","",""
"1024060","",""
"1024335","",""
"1038351","",""
"1043585","",""
"1025285","A","23.23"
"1007596","",""
"1045853","",""
"1031614","",""
"1006621","",""
"1033145","",""
"1023639","",""
"1034917","",""
"1012590","",""
"1036247","",""
"1006576","",""
"1033695","",""
"1014826","",""
"1035717","",""
"1040034","",""
"1001741","",""
"1036454","",""
"1018339","",""
"1019098","",""
"1024613","",""
"1049822","",""
"1025599","",""
"1023324","",""
"1011110","",""
"1001215","",""
"1018209","",""
"1014551","",""
"1017616","",""
"1015043","",""
"1013619","",""
"1014963","A","70.08"
"1011918","",""
"1029626","",""
"1003617","",""
"1033992","",""
"1026521","",""
"1037075","",""
"1041757","",""
"1008500","",""
"1016290","",""
"1026058","",""
"1003572","",""
"1004448","",""
"1039786","",""
"1045792","",""
"1000599","",""
"1043165","",""
"1010478","",""
"1003533","",""
"1019487","",""
"1048222","",""
"1009621","",""
"1006919","",""
"1034584","",""
"1005836","",""
"1021130","",""
"1000012","",""
"1033400","",""
"1048837","",""
"1041140","",""
"1048131","",""
"1018909","",""
"1001648","",""
"1049978","",""
"1037096","",""
"1048559","",""
"1014211","",""
"1015989","",""
"1022284","",""
"1018450","",""
"1040440","",""
"1013990","",""
"1014166","",""
"1045628","",""
"1002159","",""
"1033136","",""
"1000977","",""
"1015612","A","175"
"1001457","",""
"1049413","",""
"1018254","",""
"1042095","",""
"1008627","",""
"1048221","",""
"1014824","",""
"1002574","",""
"1017203","",""
"1013615","",""
"1027391","",""
"1030738","",""
"1025899","",""
"1030845","",""
"1034355","",""
"1013909","",""
"1032522","",""
"1042044","",""
"1040823","",""
"1021287","",""
"1026545","",""
"1040448","",""
"1047403","",""
"1022885","",""
"1035327","",""
"1035501","",""
"1019982","",""
"1049784","",""
"1015883","",""
"1035753","",""
"1013647","",""
"1017101","",""
"1013832","",""
"1015375","",""
"1017452","",""
"1022938","",""
"1021849","",""
"1030534","",""
"1026200","",""
"1040667","",""
"1048150","",""
"1021795","",""
"1047263","B","34.96"
"1047314","",""
"1035993","",""
"1021583","",""
"1031483","",""
"1023367","",""
"1049234","",""
"1004480","",""
"1003408","",""
"1024809","",""
"1041775","",""
"1007983","",""
"1030797","",""
"1047505","",""
"1034092","",""
"1006972","",""
"1002619","",""
"1019503","",""
"1001906","",""
"1011461","A","33.5"
"1048827","",""
"1027904","",""
"1008979","",""
"1034000","",""
"1001254","",""
"1011786","",""
"1045245","",""
"1010924","",""
"1021080","",""
"1009720","",""
"1034135","",""
"1015961","",""
"1040073","",""
"1007992","",""
"1016582","",""
"1020246","",""
"1013577","",""
"1047626","",""
"1001844","",""
"1008315","",""
"1036751","",""
"1046098","",""
"1046457","",""
"1047332","",""
"1046449","",""
"1026530","",""
"1000460","",""
"1019708","",""
"1042481","",""
"1034012","",""
"1024821","",""
"1042752","",""
"1015003","",""
"1040380","",""
"1011484","",""
"1029879","",""
"1045035","",""
"1022588","",""
"1012182","",""
"1024812","",""
"1036752","",""
"1001863","",""
"1018330","",""
"1001130","",""
"1018336","",""
"1026824","",""
"1046528","",""
"1036064","",""
"1023237","",""
"1008169","",""
"1043182","",""
"1034372","",""
"1042780","",""
"1040082","",""
"1035033","",""
"1034471","",""
"1031067","",""
"1040975","",""
"1010474","",""
"1034805","",""
"1005579","",""
"1004852","",""
"1028865","",""
"1024573","",""
"1014469","",""
"1020176","B","130.18"
"1035148","",""
"1007546","",""
"1005407","",""
"1011757","",""
"1024648","",""
"1038380","A","94.05"
"1034785","",""
"1013487","",""
"1042426","",""
"1044090","",""
"1017246","",""
"1039260","B","51.39"
"1028932","",""
"1033238","",""
"1016377","",""
"1021581","",""
"1038025","A","11.93"
"1003536","",""
"1041529","B","79.36"
"1024953","",""
"1031613","",""
"1030860","",""
"1010120","",""
